~id,~label,ip_id:String,ip:String,is_vpn:Int,reputation_score:Double
IP_WCX95D8MOV,ip,IP_WCX95D8MOV,79.196.133.231,0,0.196
IP_5F9484QIJG,ip,IP_5F9484QIJG,137.87.232.213,0,0.215
IP_KMS22VXQQ6,ip,IP_KMS22VXQQ6,138.131.56.152,0,0.243
IP_CN4ZO3F4ZR,ip,IP_CN4ZO3F4ZR,205.178.232.141,0,0.274
IP_VDJ1HI5LJU,ip,IP_VDJ1HI5LJU,150.89.102.46,0,0.246
IP_KTXE12VBSS,ip,IP_KTXE12VBSS,145.188.207.94,0,0.021
IP_6FQYLGCDO1,ip,IP_6FQYLGCDO1,189.9.53.101,0,0.436
IP_WDSLWFJ7ST,ip,IP_WDSLWFJ7ST,89.218.66.192,0,0.241
IP_AD0AIV7BFW,ip,IP_AD0AIV7BFW,159.139.131.219,0,0.076
IP_2G70P181II,ip,IP_2G70P181II,56.21.12.68,0,0.171
IP_OKSA1334HM,ip,IP_OKSA1334HM,153.74.26.232,0,0.252
IP_TRNCHPLZN5,ip,IP_TRNCHPLZN5,201.90.255.241,0,0.172
IP_93JKQYCJAS,ip,IP_93JKQYCJAS,175.239.59.211,0,0.203
IP_G5FNYXRPS3,ip,IP_G5FNYXRPS3,175.15.238.212,0,0.115
IP_1K6LBVTTGB,ip,IP_1K6LBVTTGB,208.20.217.147,0,0.099
IP_EPAPQ67ICM,ip,IP_EPAPQ67ICM,87.138.192.80,0,0.211
IP_YL6GFS50A2,ip,IP_YL6GFS50A2,201.129.92.232,0,0.069
IP_V6UZ9UDW4O,ip,IP_V6UZ9UDW4O,124.180.241.237,0,0.08
IP_LYKCP1847O,ip,IP_LYKCP1847O,119.159.210.141,0,0.314
IP_GBNGZDLHU0,ip,IP_GBNGZDLHU0,41.162.218.38,0,0.23
IP_RJMMNF0BLI,ip,IP_RJMMNF0BLI,222.207.148.39,0,0.122
IP_MVNC3IXIPB,ip,IP_MVNC3IXIPB,3.229.92.11,0,0.107
IP_A9CBYNWMX3,ip,IP_A9CBYNWMX3,45.193.120.83,0,0.297
IP_JCERO3T54M,ip,IP_JCERO3T54M,123.237.16.245,0,0.11
IP_87VLFU0Q2I,ip,IP_87VLFU0Q2I,65.137.207.185,0,0.172
IP_74Y30WL6QK,ip,IP_74Y30WL6QK,62.223.144.8,0,0.083
IP_LRYP65BHSS,ip,IP_LRYP65BHSS,37.166.80.100,0,0.293
IP_MQ5HT9ZYIJ,ip,IP_MQ5HT9ZYIJ,22.248.216.10,0,0.216
IP_K0C55TCUOV,ip,IP_K0C55TCUOV,112.163.220.129,0,0.224
IP_UAK4QGF45O,ip,IP_UAK4QGF45O,44.49.252.251,0,0.143
IP_5RUK1U8IKY,ip,IP_5RUK1U8IKY,152.0.159.128,0,0.087
IP_FBSMKPPRY1,ip,IP_FBSMKPPRY1,125.49.162.79,0,0.129
IP_ZM3IMXK8V8,ip,IP_ZM3IMXK8V8,89.153.18.216,0,0.15
IP_KB119R6I1L,ip,IP_KB119R6I1L,70.128.91.86,0,0.057
IP_GF43VCKTRT,ip,IP_GF43VCKTRT,212.219.73.122,0,0.208
IP_2WE1ZITLUI,ip,IP_2WE1ZITLUI,210.122.191.39,0,0.166
IP_JUQRG4N57U,ip,IP_JUQRG4N57U,184.172.210.169,0,0.035
IP_7OD9TSPCSY,ip,IP_7OD9TSPCSY,221.18.26.144,0,0.054
IP_ZR0X2VVN26,ip,IP_ZR0X2VVN26,206.12.41.150,0,0.208
IP_L73XVLZ1RZ,ip,IP_L73XVLZ1RZ,205.15.135.66,0,0.166
IP_GBXNAY2LF4,ip,IP_GBXNAY2LF4,60.161.36.202,0,0.172
IP_VPNYSYNSKV,ip,IP_VPNYSYNSKV,217.165.138.31,0,0.182
IP_0C57Z0R3YF,ip,IP_0C57Z0R3YF,206.27.67.178,0,0.399
IP_ZG4E95OOAE,ip,IP_ZG4E95OOAE,101.6.179.106,0,0.086
IP_1FVYXKBEKV,ip,IP_1FVYXKBEKV,83.35.191.184,0,0.039
IP_YTP3IOMHSB,ip,IP_YTP3IOMHSB,147.197.122.183,0,0.315
IP_F2CRYOOPCF,ip,IP_F2CRYOOPCF,204.50.111.152,0,0.332
IP_M6QXYXVQ5F,ip,IP_M6QXYXVQ5F,158.36.94.166,0,0.221
IP_RGYAI7E6NV,ip,IP_RGYAI7E6NV,143.73.94.47,0,0.264
IP_DQQCF38B82,ip,IP_DQQCF38B82,221.149.130.78,0,0.18
IP_FB24KMTHIF,ip,IP_FB24KMTHIF,211.155.184.2,0,0.157
IP_96V00L2AOM,ip,IP_96V00L2AOM,195.35.103.125,0,0.473
IP_8DCKBB04RH,ip,IP_8DCKBB04RH,187.77.147.237,0,0.04
IP_AM2XBFYO7A,ip,IP_AM2XBFYO7A,171.218.182.54,0,0.154
IP_T62RMPXUGY,ip,IP_T62RMPXUGY,102.252.61.123,0,0.185
IP_T0EEDSKRX6,ip,IP_T0EEDSKRX6,219.201.154.21,0,0.141
IP_PWRCOJDU45,ip,IP_PWRCOJDU45,149.207.147.121,0,0.071
IP_44HJBO5BIY,ip,IP_44HJBO5BIY,194.194.10.80,0,0.306
IP_LDCZEMT86F,ip,IP_LDCZEMT86F,40.216.170.81,0,0.113
IP_MGPGSUHKE4,ip,IP_MGPGSUHKE4,135.215.245.200,0,0.117
IP_AHSLSIN5QG,ip,IP_AHSLSIN5QG,33.152.105.106,0,0.064
IP_MWFVA6CSA7,ip,IP_MWFVA6CSA7,183.56.221.161,0,0.15
IP_ZDFBRE72T4,ip,IP_ZDFBRE72T4,43.172.108.171,0,0.277
IP_DV80QILFNL,ip,IP_DV80QILFNL,218.246.3.218,0,0.122
IP_9UUAAC50JV,ip,IP_9UUAAC50JV,69.124.74.65,0,0.44
IP_Q6LTP0ARME,ip,IP_Q6LTP0ARME,4.75.10.173,0,0.063
IP_MHGS5JITXN,ip,IP_MHGS5JITXN,188.131.99.233,0,0.45
IP_GUQVS1EWHA,ip,IP_GUQVS1EWHA,133.151.37.16,0,0.582
IP_ID6FXU8OW9,ip,IP_ID6FXU8OW9,151.95.130.106,0,0.139
IP_BWUAOME2RN,ip,IP_BWUAOME2RN,202.196.232.226,0,0.035
IP_9MVC405ABF,ip,IP_9MVC405ABF,95.77.89.13,0,0.156
IP_LEUXWF2WV0,ip,IP_LEUXWF2WV0,94.7.184.129,0,0.11
IP_B8VHHTQT0E,ip,IP_B8VHHTQT0E,213.151.121.167,0,0.135
IP_65LEJ7SRY3,ip,IP_65LEJ7SRY3,204.162.161.145,0,0.196
IP_VVI8OG7BSG,ip,IP_VVI8OG7BSG,19.156.247.60,0,0.054
IP_W6UGSR9N1V,ip,IP_W6UGSR9N1V,196.182.240.204,0,0.324
IP_HV29DMI075,ip,IP_HV29DMI075,195.55.45.148,0,0.625
IP_1E1EZUB150,ip,IP_1E1EZUB150,102.143.71.249,0,0.267
IP_B8KYTPTDE7,ip,IP_B8KYTPTDE7,151.124.46.103,0,0.397
IP_5TTVFLHPPU,ip,IP_5TTVFLHPPU,207.19.94.135,0,0.104
IP_1RI2WN10A5,ip,IP_1RI2WN10A5,181.177.181.39,0,0.163
IP_3Q71P6B8GM,ip,IP_3Q71P6B8GM,219.101.35.131,0,0.131
IP_I6EIB8V6QV,ip,IP_I6EIB8V6QV,195.18.151.124,0,0.182
IP_YVDT16LXWD,ip,IP_YVDT16LXWD,160.59.28.74,0,0.147
IP_AMBOJ1GBTW,ip,IP_AMBOJ1GBTW,59.156.253.117,0,0.146
IP_PNZ3WLDL6A,ip,IP_PNZ3WLDL6A,31.125.82.81,0,0.255
IP_ITVX5EUPBZ,ip,IP_ITVX5EUPBZ,193.106.64.14,0,0.108
IP_QURAEANQHD,ip,IP_QURAEANQHD,186.90.207.166,0,0.085
IP_3E2ZU5II3N,ip,IP_3E2ZU5II3N,168.177.50.174,0,0.138
IP_6UB6D3YLKC,ip,IP_6UB6D3YLKC,75.79.152.126,0,0.273
IP_XGB3IUTK57,ip,IP_XGB3IUTK57,198.179.212.138,0,0.094
IP_F5SWIZ29XT,ip,IP_F5SWIZ29XT,147.214.193.146,0,0.231
IP_HULQ0BNPZE,ip,IP_HULQ0BNPZE,212.166.114.84,0,0.442
IP_6XN8PY67Y7,ip,IP_6XN8PY67Y7,210.230.165.70,0,0.378
IP_JYJBRFRLXI,ip,IP_JYJBRFRLXI,40.100.109.31,0,0.258
IP_F5NDWFBORO,ip,IP_F5NDWFBORO,37.225.45.232,0,0.128
IP_75MIFIN35G,ip,IP_75MIFIN35G,219.22.50.97,0,0.074
IP_AB8FF5BV29,ip,IP_AB8FF5BV29,134.80.34.87,0,0.358
IP_TSGTXUI8OC,ip,IP_TSGTXUI8OC,203.124.128.55,0,0.183
IP_D0I42CQM9M,ip,IP_D0I42CQM9M,191.236.41.56,0,0.123
IP_E8NQGH9VFJ,ip,IP_E8NQGH9VFJ,185.53.104.8,0,0.189
IP_AEA3L5TOCD,ip,IP_AEA3L5TOCD,213.135.138.177,0,0.44
IP_8F786YZLIB,ip,IP_8F786YZLIB,22.69.240.72,0,0.412
IP_C97K834193,ip,IP_C97K834193,95.249.48.10,0,0.538
IP_2K1RKCLK0N,ip,IP_2K1RKCLK0N,140.57.198.252,0,0.12
IP_43PPCZO35E,ip,IP_43PPCZO35E,47.163.252.255,0,0.155
IP_87M3LDH6J9,ip,IP_87M3LDH6J9,17.65.4.12,0,0.142
IP_MW9ABMU8JF,ip,IP_MW9ABMU8JF,177.176.57.213,0,0.09
IP_9DW99D2N5F,ip,IP_9DW99D2N5F,184.168.37.226,0,0.307
IP_ZMLTBIC8CK,ip,IP_ZMLTBIC8CK,115.57.203.151,0,0.127
IP_WCWBNDMWQ2,ip,IP_WCWBNDMWQ2,141.133.190.201,0,0.354
IP_TS99QMDRA5,ip,IP_TS99QMDRA5,135.133.204.144,0,0.33
IP_0BOFOSBPR1,ip,IP_0BOFOSBPR1,213.140.169.89,0,0.43
IP_D5OJ51J3JL,ip,IP_D5OJ51J3JL,205.114.253.236,0,0.078
IP_8DRYDHSWJJ,ip,IP_8DRYDHSWJJ,183.219.232.111,0,0.343
IP_CYAZY9GAE5,ip,IP_CYAZY9GAE5,220.19.142.73,0,0.24
IP_2MQH6N04MW,ip,IP_2MQH6N04MW,221.93.246.115,0,0.43
IP_EV3YB1RZ66,ip,IP_EV3YB1RZ66,207.160.186.88,0,0.046
IP_1QYII1OYMG,ip,IP_1QYII1OYMG,146.168.153.28,0,0.081
IP_SHG5I9P018,ip,IP_SHG5I9P018,66.11.49.173,0,0.221
IP_T1MV15OGBN,ip,IP_T1MV15OGBN,210.40.130.52,0,0.199
IP_IEFUCKJ1WE,ip,IP_IEFUCKJ1WE,33.249.199.193,0,0.204
IP_RK4AJ6FZGL,ip,IP_RK4AJ6FZGL,85.76.42.145,0,0.171
IP_94OIQA3TA6,ip,IP_94OIQA3TA6,200.115.30.171,0,0.03
IP_KCNOXYPCZ8,ip,IP_KCNOXYPCZ8,24.29.121.234,0,0.244
IP_TD1DY1TEHP,ip,IP_TD1DY1TEHP,164.201.178.49,0,0.463
IP_KMTQCNVNT2,ip,IP_KMTQCNVNT2,203.163.37.195,0,0.089
IP_QFQ4CNR1UQ,ip,IP_QFQ4CNR1UQ,184.176.78.213,0,0.06
IP_SGIESF7L8S,ip,IP_SGIESF7L8S,1.198.55.24,0,0.367
IP_612ITX93PF,ip,IP_612ITX93PF,87.31.187.190,0,0.326
IP_IWPJ50X5UH,ip,IP_IWPJ50X5UH,166.7.85.190,0,0.182
IP_NIDNZCWVMA,ip,IP_NIDNZCWVMA,60.59.147.60,0,0.326
IP_TWGRUCHEIP,ip,IP_TWGRUCHEIP,30.184.153.11,0,0.1
IP_69BQGI1MAT,ip,IP_69BQGI1MAT,154.207.14.119,0,0.167
IP_KW8LA0SKNX,ip,IP_KW8LA0SKNX,18.80.102.250,0,0.201
IP_IDRD0VETB4,ip,IP_IDRD0VETB4,25.109.51.245,0,0.273
IP_BTTTI6PN6X,ip,IP_BTTTI6PN6X,200.5.22.132,0,0.178
IP_RD1WIM6DWK,ip,IP_RD1WIM6DWK,178.76.29.238,0,0.163
IP_05VIVZUS57,ip,IP_05VIVZUS57,122.114.94.100,0,0.264
IP_NBC0GF2PIJ,ip,IP_NBC0GF2PIJ,223.206.80.60,0,0.209
IP_YH5285ZJMG,ip,IP_YH5285ZJMG,157.72.33.65,0,0.416
IP_OHTMVQJW6G,ip,IP_OHTMVQJW6G,68.49.3.97,0,0.254
IP_XTKBASONDK,ip,IP_XTKBASONDK,147.118.125.86,0,0.162
IP_ZI6U7US3YF,ip,IP_ZI6U7US3YF,206.212.241.228,0,0.172
IP_5RI9D9ZSDV,ip,IP_5RI9D9ZSDV,157.249.36.35,0,0.261
IP_FQ0E4RZK8H,ip,IP_FQ0E4RZK8H,156.221.30.140,0,0.107
IP_JPT8ZQI3SQ,ip,IP_JPT8ZQI3SQ,214.74.26.2,0,0.236
IP_UY09CYS76Q,ip,IP_UY09CYS76Q,88.184.187.80,0,0.29
IP_I29KT29BSJ,ip,IP_I29KT29BSJ,170.209.255.197,0,0.162
IP_P1XAYRNL3R,ip,IP_P1XAYRNL3R,220.39.26.241,0,0.339
IP_NCFFJMSJ2O,ip,IP_NCFFJMSJ2O,170.205.3.207,0,0.191
IP_204ZGEKKW6,ip,IP_204ZGEKKW6,131.123.215.191,0,0.315
IP_QD197I5KP3,ip,IP_QD197I5KP3,105.10.45.93,0,0.318
IP_KCROK1QE55,ip,IP_KCROK1QE55,165.180.54.127,0,0.107
IP_UPUT2U8A9R,ip,IP_UPUT2U8A9R,210.55.224.196,0,0.08
IP_PUXQ3GWHSC,ip,IP_PUXQ3GWHSC,174.149.86.61,0,0.139
IP_VWJ7TA9HZ7,ip,IP_VWJ7TA9HZ7,149.179.249.217,0,0.021
IP_NO8YFXZNCN,ip,IP_NO8YFXZNCN,83.153.41.137,0,0.16
IP_ZH6P5JVDIC,ip,IP_ZH6P5JVDIC,72.154.187.231,0,0.034
IP_1EJ7U8OWMB,ip,IP_1EJ7U8OWMB,40.83.230.102,0,0.048
IP_BVR2JI749I,ip,IP_BVR2JI749I,60.83.119.103,0,0.409
IP_ZE1I2X95JV,ip,IP_ZE1I2X95JV,72.118.0.20,0,0.399
IP_SI47A6OTMJ,ip,IP_SI47A6OTMJ,217.97.60.134,0,0.291
IP_YJIYB30FO5,ip,IP_YJIYB30FO5,180.143.52.110,0,0.125
IP_Z7ALBC1J9J,ip,IP_Z7ALBC1J9J,201.193.128.146,0,0.349
IP_0QTVVC79XJ,ip,IP_0QTVVC79XJ,73.72.193.250,0,0.295
IP_U2657NFE93,ip,IP_U2657NFE93,213.7.14.14,0,0.216
IP_FDY96PHKLH,ip,IP_FDY96PHKLH,128.195.216.107,0,0.173
IP_24BICZL7LP,ip,IP_24BICZL7LP,31.4.114.90,0,0.213
IP_MDD3UHB77H,ip,IP_MDD3UHB77H,73.109.80.40,0,0.389
IP_Y1YW9ZR1KF,ip,IP_Y1YW9ZR1KF,164.97.55.44,0,0.227
IP_VK8WGD0NAA,ip,IP_VK8WGD0NAA,171.28.203.238,0,0.225
IP_VGUHZW91S4,ip,IP_VGUHZW91S4,4.207.243.1,0,0.06
IP_C8X6OSY0TW,ip,IP_C8X6OSY0TW,60.171.59.28,0,0.212
IP_Q2VKZUEXWP,ip,IP_Q2VKZUEXWP,190.86.1.150,0,0.079
IP_R2MRC6L2M8,ip,IP_R2MRC6L2M8,103.5.20.50,0,0.053
IP_VMHSGR27FF,ip,IP_VMHSGR27FF,219.113.59.24,0,0.03
IP_TG4CVXY1V4,ip,IP_TG4CVXY1V4,186.135.245.195,0,0.304
IP_RCCV39X994,ip,IP_RCCV39X994,24.30.221.22,0,0.096
IP_29L4I0SAWF,ip,IP_29L4I0SAWF,177.175.25.131,0,0.393
IP_4ZCNJZ1MGI,ip,IP_4ZCNJZ1MGI,202.82.209.80,0,0.013
IP_ENETBDFATO,ip,IP_ENETBDFATO,72.251.138.47,0,0.305
IP_COOP2KTWY0,ip,IP_COOP2KTWY0,97.87.21.218,0,0.092
IP_VFOXCLSDWH,ip,IP_VFOXCLSDWH,192.139.181.144,0,0.251
IP_LUII05VFD8,ip,IP_LUII05VFD8,67.30.43.107,0,0.153
IP_7NXBEIKY1V,ip,IP_7NXBEIKY1V,38.231.217.74,0,0.088
IP_MPBWM014A6,ip,IP_MPBWM014A6,146.88.42.199,0,0.193
IP_EKQ5AX7I5D,ip,IP_EKQ5AX7I5D,172.70.243.58,0,0.65
IP_12G5A42XHH,ip,IP_12G5A42XHH,207.169.114.14,0,0.164
IP_H4YE5F2D2B,ip,IP_H4YE5F2D2B,210.213.62.104,0,0.293
IP_ICKK3R483Z,ip,IP_ICKK3R483Z,83.94.148.115,0,0.119
IP_EMWGUJWCHZ,ip,IP_EMWGUJWCHZ,177.247.63.106,0,0.203
IP_NRVNT2N34Z,ip,IP_NRVNT2N34Z,138.185.225.152,0,0.657
IP_N2OG4VPCD2,ip,IP_N2OG4VPCD2,140.154.147.207,0,0.239
IP_PKHEOZY5T7,ip,IP_PKHEOZY5T7,35.99.215.215,0,0.575
IP_9C4Z504L53,ip,IP_9C4Z504L53,202.83.216.10,0,0.365
IP_QFK9Q68IWZ,ip,IP_QFK9Q68IWZ,199.188.228.233,0,0.062
IP_MV4CHCT259,ip,IP_MV4CHCT259,142.110.236.94,0,0.244
IP_SZXUP4B3KH,ip,IP_SZXUP4B3KH,99.179.20.217,0,0.191
IP_6T85WKCLH0,ip,IP_6T85WKCLH0,197.210.226.159,0,0.153
IP_U4LS8HTJVH,ip,IP_U4LS8HTJVH,14.181.241.166,0,0.347
IP_KJ7AMIPU4M,ip,IP_KJ7AMIPU4M,154.162.221.88,0,0.119
IP_EIBXD86R03,ip,IP_EIBXD86R03,22.223.179.253,0,0.101
IP_7WRV6RIJU8,ip,IP_7WRV6RIJU8,16.220.157.225,0,0.076
IP_BTXSL40OHH,ip,IP_BTXSL40OHH,129.193.235.197,0,0.282
IP_9P1NI5T14D,ip,IP_9P1NI5T14D,128.234.140.187,0,0.006
IP_UHEEM5ZAKA,ip,IP_UHEEM5ZAKA,70.124.12.193,0,0.093
IP_HTP8IMYPO4,ip,IP_HTP8IMYPO4,160.184.6.83,0,0.08
IP_9BR6GS2A5K,ip,IP_9BR6GS2A5K,218.66.17.17,0,0.443
IP_Z7G1UVO93B,ip,IP_Z7G1UVO93B,96.212.60.42,0,0.205
IP_HP0MAFZTOM,ip,IP_HP0MAFZTOM,172.86.185.175,0,0.196
IP_BH0NCASOP9,ip,IP_BH0NCASOP9,15.67.113.220,0,0.342
IP_BPETR2N3JO,ip,IP_BPETR2N3JO,138.22.145.166,0,0.403
IP_TWXSPZHN9T,ip,IP_TWXSPZHN9T,29.96.59.96,0,0.161
IP_93TO9SEBS7,ip,IP_93TO9SEBS7,191.49.192.149,0,0.233
IP_IN20Q3HECF,ip,IP_IN20Q3HECF,78.157.226.127,0,0.23
IP_61J3I3RNFX,ip,IP_61J3I3RNFX,134.250.184.189,0,0.261
IP_47DTJXJ7UP,ip,IP_47DTJXJ7UP,56.17.165.110,0,0.307
IP_Q5KAULWVNE,ip,IP_Q5KAULWVNE,199.26.4.184,0,0.44
IP_Y5F48NRC77,ip,IP_Y5F48NRC77,141.176.203.38,0,0.122
IP_OE5HAGT17M,ip,IP_OE5HAGT17M,161.36.194.170,0,0.205
IP_K6H1OB4Z2R,ip,IP_K6H1OB4Z2R,38.33.227.154,0,0.236
IP_O7P792QWLQ,ip,IP_O7P792QWLQ,222.124.194.93,0,0.122
IP_L8WGM2DQFO,ip,IP_L8WGM2DQFO,195.132.235.89,0,0.058
IP_V7AG0MBFHD,ip,IP_V7AG0MBFHD,167.111.77.15,0,0.277
IP_P64OKHR6XQ,ip,IP_P64OKHR6XQ,66.221.153.216,0,0.322
IP_E2L1RXJOT5,ip,IP_E2L1RXJOT5,205.150.130.105,0,0.169
IP_QUHE6KY72Z,ip,IP_QUHE6KY72Z,203.21.44.153,0,0.149
IP_T542QNWI0M,ip,IP_T542QNWI0M,15.159.213.198,0,0.165
IP_0JN80D75JT,ip,IP_0JN80D75JT,213.197.101.179,0,0.311
IP_DJBK2U1YDZ,ip,IP_DJBK2U1YDZ,163.104.17.175,0,0.047
IP_1P8IM19WUK,ip,IP_1P8IM19WUK,117.238.127.30,0,0.109
IP_EQQ6RWFFIS,ip,IP_EQQ6RWFFIS,169.147.70.120,0,0.076
IP_3CYKJ9BR8X,ip,IP_3CYKJ9BR8X,210.174.203.229,0,0.092
IP_GPRYBF4ISW,ip,IP_GPRYBF4ISW,172.72.221.211,0,0.392
IP_ZVXV3ED5BK,ip,IP_ZVXV3ED5BK,180.211.58.14,0,0.084
IP_154A095D4R,ip,IP_154A095D4R,33.20.11.173,0,0.131
IP_ZLOYKEI2YH,ip,IP_ZLOYKEI2YH,91.104.209.147,0,0.064
IP_4H5RD77ZEN,ip,IP_4H5RD77ZEN,148.243.118.117,0,0.069
IP_YEI8BRNWXB,ip,IP_YEI8BRNWXB,213.201.193.154,0,0.463
IP_PL9K337D50,ip,IP_PL9K337D50,159.85.8.104,0,0.161
IP_2II9IOM3WK,ip,IP_2II9IOM3WK,190.105.9.104,0,0.185
IP_VIL30Z6HCN,ip,IP_VIL30Z6HCN,196.209.50.26,0,0.155
IP_86S20KMB24,ip,IP_86S20KMB24,44.39.159.29,0,0.277
IP_2J4DO1RQI3,ip,IP_2J4DO1RQI3,146.57.186.137,0,0.296
IP_RGEH5VFG8S,ip,IP_RGEH5VFG8S,207.60.41.10,0,0.138
IP_46IYOPZCA7,ip,IP_46IYOPZCA7,223.19.120.16,0,0.172
IP_01D04LH81V,ip,IP_01D04LH81V,213.236.122.220,0,0.392
IP_MCW52MPSBQ,ip,IP_MCW52MPSBQ,147.216.88.247,0,0.055
IP_B2GQZ79CHM,ip,IP_B2GQZ79CHM,93.241.189.187,0,0.283
IP_2LEFLVP3KM,ip,IP_2LEFLVP3KM,192.140.36.200,0,0.244
IP_FRG9O3Q0M7,ip,IP_FRG9O3Q0M7,164.13.173.6,0,0.024
IP_IU1FN3O8XM,ip,IP_IU1FN3O8XM,38.249.38.164,0,0.224
IP_DQOJTLO9LY,ip,IP_DQOJTLO9LY,58.247.187.238,0,0.317
IP_WPDL1BVL53,ip,IP_WPDL1BVL53,195.172.94.234,0,0.493
IP_61P34XYGHL,ip,IP_61P34XYGHL,19.22.57.78,0,0.184
IP_MHRY2L1JR2,ip,IP_MHRY2L1JR2,125.182.193.233,0,0.104
IP_K03C4DAKRH,ip,IP_K03C4DAKRH,190.119.226.202,0,0.313
IP_L2NG9HBD63,ip,IP_L2NG9HBD63,220.17.159.181,0,0.048
IP_H1I4ZAK3VR,ip,IP_H1I4ZAK3VR,190.229.216.27,0,0.046
IP_947IWB6SG7,ip,IP_947IWB6SG7,217.1.173.93,0,0.375
IP_BZIZ79GT7N,ip,IP_BZIZ79GT7N,37.50.166.145,0,0.371
IP_DA2XASU5YO,ip,IP_DA2XASU5YO,219.168.219.90,0,0.216
IP_L0POUOFQST,ip,IP_L0POUOFQST,208.159.8.190,0,0.274
IP_EVLA4TV5U4,ip,IP_EVLA4TV5U4,65.212.24.30,0,0.227
IP_PR4ZU64L7Z,ip,IP_PR4ZU64L7Z,4.28.117.16,0,0.058
IP_U2I3YVJNMB,ip,IP_U2I3YVJNMB,72.163.16.16,0,0.214
IP_E4JOYNBRW5,ip,IP_E4JOYNBRW5,185.70.172.123,0,0.104
IP_PT5YERA1BJ,ip,IP_PT5YERA1BJ,182.96.0.85,0,0.092
IP_6OL71I25TO,ip,IP_6OL71I25TO,92.136.238.173,0,0.204
IP_OXN0U06U0D,ip,IP_OXN0U06U0D,26.232.64.74,0,0.034
IP_YT6Z652FNE,ip,IP_YT6Z652FNE,205.58.245.31,0,0.206
IP_XK12KNDNRZ,ip,IP_XK12KNDNRZ,177.126.131.230,0,0.29
IP_ZYXM51SEFQ,ip,IP_ZYXM51SEFQ,74.46.7.61,0,0.126
IP_D47MXY5AVI,ip,IP_D47MXY5AVI,77.81.8.28,0,0.169
IP_RZXW2FO9YH,ip,IP_RZXW2FO9YH,192.197.102.243,0,0.097
IP_XLRBAB7JFQ,ip,IP_XLRBAB7JFQ,184.92.86.77,0,0.294
IP_5DSJ35VRUE,ip,IP_5DSJ35VRUE,9.70.53.165,0,0.139
IP_6I3J26PRLI,ip,IP_6I3J26PRLI,97.163.73.241,0,0.289
IP_1VMK98X0VV,ip,IP_1VMK98X0VV,211.249.117.26,0,0.289
IP_62P69OL82J,ip,IP_62P69OL82J,8.238.225.205,0,0.287
IP_PWUDNTNMQ2,ip,IP_PWUDNTNMQ2,205.28.36.35,0,0.194
IP_4FR4DR7P8M,ip,IP_4FR4DR7P8M,210.39.129.165,0,0.066
IP_1DAUI28ZHM,ip,IP_1DAUI28ZHM,22.5.255.72,0,0.113
IP_RA1B9E0X7I,ip,IP_RA1B9E0X7I,217.234.101.172,0,0.297
IP_LD8J2411EC,ip,IP_LD8J2411EC,85.107.176.249,0,0.118
IP_JTLDS1MI3O,ip,IP_JTLDS1MI3O,199.83.165.192,0,0.414
IP_N8JT7C5T02,ip,IP_N8JT7C5T02,151.170.131.80,0,0.321
IP_YE5KABKQ3W,ip,IP_YE5KABKQ3W,146.64.86.71,0,0.276
IP_F5Z0NKQN44,ip,IP_F5Z0NKQN44,207.70.113.109,0,0.292
IP_TPEK4R278Z,ip,IP_TPEK4R278Z,201.112.132.148,0,0.153
IP_VY1GFQ6ES3,ip,IP_VY1GFQ6ES3,128.113.11.112,0,0.174
IP_BEP7CCL9KQ,ip,IP_BEP7CCL9KQ,7.48.161.35,0,0.13
IP_QB16SIPKOA,ip,IP_QB16SIPKOA,143.176.70.215,0,0.135
IP_TOD379CP74,ip,IP_TOD379CP74,62.151.221.51,0,0.197
IP_IQY59PBYJB,ip,IP_IQY59PBYJB,157.251.111.113,0,0.364
IP_AKED7T3C4N,ip,IP_AKED7T3C4N,221.104.65.65,0,0.229
IP_MLU7EDNUKE,ip,IP_MLU7EDNUKE,180.243.206.91,0,0.19
IP_IWB5J6QPIM,ip,IP_IWB5J6QPIM,137.222.61.250,0,0.255
IP_9XF4KEP2WU,ip,IP_9XF4KEP2WU,207.8.179.66,0,0.295
IP_L1E63EJ3HX,ip,IP_L1E63EJ3HX,107.216.212.131,0,0.354
IP_AC5UTMMNMS,ip,IP_AC5UTMMNMS,91.28.3.109,0,0.283
IP_E6A7KAYPHE,ip,IP_E6A7KAYPHE,20.235.15.30,0,0.083
IP_4PQK2IPQOP,ip,IP_4PQK2IPQOP,15.163.141.4,0,0.089
IP_H9F52SOIGU,ip,IP_H9F52SOIGU,214.210.165.103,0,0.307
IP_N7OJ0ZPFDV,ip,IP_N7OJ0ZPFDV,187.51.67.59,0,0.216
IP_PKDRQLKL4H,ip,IP_PKDRQLKL4H,14.65.117.48,0,0.224
IP_UT6SSSTPI5,ip,IP_UT6SSSTPI5,93.147.105.155,0,0.242
IP_CHZYIJMU5O,ip,IP_CHZYIJMU5O,70.223.178.56,0,0.066
IP_NDYD6AG332,ip,IP_NDYD6AG332,195.58.240.168,0,0.151
IP_MY614SQDD7,ip,IP_MY614SQDD7,222.31.133.156,0,0.105
IP_ERHQILHX63,ip,IP_ERHQILHX63,221.45.135.32,0,0.072
IP_558A2VARV9,ip,IP_558A2VARV9,207.216.130.28,0,0.201
IP_HZNPA4UEH2,ip,IP_HZNPA4UEH2,198.235.22.165,0,0.413
IP_2AS5WDEHHB,ip,IP_2AS5WDEHHB,159.21.237.146,0,0.367
IP_3BXGEAPHR6,ip,IP_3BXGEAPHR6,172.123.247.239,0,0.02
